SMILES,VI,DVI
CC=CCCOCC=CCCCCCC=CCC(C=CCCCCCC1CCCCC1)OC(=O)CC(=O)OCCCOCCCOCCCOCCCCC=CCCCCC=CCCCCOCOCOCOCCCOCCCOCCCOCCCCc1ccccc1,243.87922696763079,160.22681154666665
COCOC(CCOCCCOC(c1ccccc1)(C=CC1CCCCC1)C1CCCCC1)OC,243.85583542345302,153.8113842566441
CC=CCCCCC=CCCCCOCCCCC=CC(=O)C=CCC=CC(CC(OCC1CCCCC1)(CC=CC)c1ccccc1)(OCC1CCCCC1)C1CCCCC1,243.84500463553917,132.71617246617296
CC=CCCCCOCOCCCC=CCCC=CCCCC=CCC(C=CC=CC(COC)(OCOC)OCOC)C=Cc1ccccc1,243.8119314968779,154.79506572723005
CC=CCCC=CCCCCOCCCC=CCC(C=CCCCCCC1CCCCC1)OC(=O)CC(=O)OC(C=CCCCCOCCCC=CCCC=CCCC)(C=CC1CCCCC1)c1ccccc1,243.79297564000143,148.26305487256943
CCCOCC=CCCOCCCCOCCCCCC(C=CCC=CCOCCCCOCCC=CCOC)OC(C=CC1CCCCC1)(OCc1ccccc1)c1ccccc1,243.78668524070227,128.35147449888
CC=CCCOCCCOCCCOCCC(C=Cc1ccccc1)OC(CC=CCCCCC=Cc1ccccc1)C(=O)C=CCCCCC=Cc1ccccc1,243.7506422855127,156.20820007646452
CCCOCOCOCCCOCCCOCCCOCCC(CCOC(C=CCCC=CCCC=CCCCOC(=O)CC(=O)OC(OC)c1ccccc1)OCc1ccccc1)OCc1ccccc1,243.73549756862482,157.24355846403873
CC=CCCOCCC(CCOCC=CCCCC=CC(CC)OCCC=Cc1ccccc1)c1ccccc1,243.72526429705212,152.11320360089042
COCCC(=O)OCOCC=CCC(OCC=Cc1ccccc1)(C=CCCC=CCCC=CCCC(OCCCOCc1ccccc1)(CCc1ccccc1)OCCCOCc1ccccc1)C1CCCCC1,243.71377182147097,169.117473801429
CC=CCCCC(C=Cc1ccccc1)(CC(OCC1CCCCC1)(OC(=O)c1ccccc1)c1ccccc1)OCOC,243.70609220453963,164.8474949045157
CC=CCCOCOCCCC=CCC(C=CCCc1ccccc1)OCCC=Cc1ccccc1,243.7059201214343,152.31867554919222
COCCC(CC=CCC1CCCCC1)OCCCOC(CC=CCc1ccccc1)(CCOC(CC=CCc1ccccc1)(OCCCOCc1ccccc1)c1ccccc1)CCOC,243.69683553606777,155.40319240021725
CC=CCCOCOCOCCC(CCCC(C=Cc1ccccc1)OCC=CCC(C=CC1CCCCC1)(OCC1CCCCC1)c1ccccc1)OCOC,243.68301448577557,140.24878992893102
CC=CCCC=CCCCCOCCCC=CCC(C=CCCCCCC1CCCCC1)OC(=O)CC(=O)OC(C=CCCCCOCCCC=CCCC=CC)(C=CC1CCCCC1)c1ccccc1,243.6756098988113,147.16187774029868
CC=CCCC=CCCC=CCCCOCC(OCC1CCCCC1)(C=CC1CCCCC1)c1ccccc1,243.6756004081735,148.04007314086746
CC=CCC(C=CCC(CCc1ccccc1)(CC=CC)OC(=O)CC(CC=CC)(OCCCc1ccccc1)C(=O)OCCC=CCCOCCCCCOCc1ccccc1)C1CCCCC1,243.66835321329714,171.24550628768046
COCOCCCOCOCCC(CC(CCC1CCCCC1)OCC=CCC(=O)OC(CC)OCCCC=CCCCOC(c1ccccc1)(c1ccccc1)c1ccccc1)OCCCC=CCC(OCc1ccccc1)OCc1ccccc1,243.668232994013,123.90887117667992
CC=CCCCC=CCCOCCC(CCOCCC=CCOC)CC(=O)CC(C=CCCC=CCOCOC)(C(=O)CC=CC)C1CCCCC1,243.6638957673008,152.41674780726794
CC=CCCCCCCC=CCCOC(C=CCC=CCCCOCc1ccccc1)OC(C=CCC(=O)O)C=CC1CCCCC1,243.60561473674744,133.0942088137539
C=CC(CCCC=CCCCCC=CCCCCC(O)(C=C)c1ccccc1)OC(CCOCC1CCCCC1)(c1ccccc1)c1ccccc1,243.6033620518296,146.2668772402489
COCOCOC(CC(C=CCC=CCCC(CCc1ccccc1)CCc1ccccc1)(C=CC=COCOCCCOC)OCOCc1ccccc1)C1CCCCC1,243.54381465487162,147.14308282726955
COCC=CCCC=CCCOCOC(C=CCC(=O)c1ccccc1)OCCC(CCc1ccccc1)OCCC(CCc1ccccc1)OC,243.54375103897675,140.1282417440888
C=CCOCOCCCOCCC=CCCC=CCCC=CCC(C=CCCCCC=CCCc1ccccc1)OCCC=CCOC,243.5226018589209,153.84930229476544
CC=CCCCCOCC=CCC(=O)C=CCC(CC=CCCC1CCCCC1)(OCOCCCCc1ccccc1)CC(=O)OCCC(CCc1ccccc1)(OCOCC1CCCCC1)CCc1ccccc1,243.52191952413008,146.98883877596523
COCC=CCCOCOCC=CCCC=CCCCOC(C)=O,243.51845436018257,157.58432507534033
CC=CCCOCCCOCCCCCC=CCCC(CC)OCOCCC=CCCC(CC)OCCC=CCCC(CC)OCCC=CCCC(CC)OCCC=CCCC(OCC=Cc1ccccc1)C1CCCCC1,243.49907438970692,147.10553080498133
C=CCCC(OCCC=CCOC(C=CCCc1ccccc1)(C=CCC(=O)OC)CCOCC1CCCCC1)(C(=O)OC(C)C)c1ccccc1,243.49521453546436,148.58707927460662
CCC=CCCC=CC(CC=CCOC(CC=CCC(OCOC)CCc1ccccc1)OCOC)(OCc1ccccc1)c1ccccc1,243.47936061209552,156.3788010293437
CCCOCCCCCC=CCC(OCOCCC=CCCC(=O)c1ccccc1)C1CCCCC1,243.47250131385155,149.45041946403705
COCC=CCCCC=CCCC=CCCCOC(CCOC(C=CC1CCCCC1)OC(C=CCCCOCCCC=CCCCC(OCC1CCCCC1)OC)C(=O)CCCC=CCCCOCC1CCCCC1)OC,243.45443882320174,141.2897212725086
C=CCCC=CCCOCOC(=O)CC(=O)CC(C=CCCC=CCCCOC(C=Cc1ccccc1)(CCOC)c1ccccc1)(C=CCCC=C)OCC=Cc1ccccc1,243.43531108487502,150.8666858853382
CC=CCCC=CCCC=CCCCOC(CCOC(CC)(CC)c1ccccc1)(OCC=CC1CCCCC1)c1ccccc1,243.4182987223251,149.23075314220227
CC=CCOCOCCCC=CCCCOCOC(CC=CCCC=CCCCOCOCCC=CCCC(=O)OC)(CCc1ccccc1)OCOC(CC=CCCC=CCCCOCOCCC)(CCc1ccccc1)CC(=O)OC,243.41667146926684,157.4892735884868
CCCCCCOC(C=CC1CCCCC1)OCOCCC=CCCCC(OC(C)=O)C1CCCCC1,243.40418151181288,150.32461848040754
CCCCCCOCCCOC(C=CC1CCCCC1)(OCOCC=CCCC)c1ccccc1,243.38765746826985,150.58404531507261
CC=CCCCCC=CCCC=CCCC=CCCCOCCC(C=CCCCc1ccccc1)OCCC=Cc1ccccc1,243.37006519773485,155.66726239289878
COCOCCC(OCC=CC1CCCCC1)(C=CCCCCCOCC1CCCCC1)c1ccccc1,243.3680002532321,158.84852024876963
CC=CCCOCOCCCOC(C=CCC(C=CCC(=O)OCOC(C=CC1CCCCC1)OC)C1CCCCC1)C1CCCCC1,243.35749264482862,144.58875258362298
CCCC=CCCCCC=CCCOCOCCC(CC=CC=CC1CCCCC1)OCC=CC1CCCCC1,243.3547832076837,127.72290661404192
CC=CCCOCCCOCOCCCCC=CCC(C=CCCC1CCCCC1)OCc1ccccc1,243.34173549112973,149.7193443500904
COCC=CCCOCOCCCC=CCCOCCC(C=Cc1ccccc1)OC(=O)C=Cc1ccccc1,243.33092671813006,160.2898840482794
COCOCC=CCOC(C=CCCCCC=CCCCCOCC1CCCCC1)OCCC=CCOCOC,243.3305627010044,142.16478139622126
O=C(C=CC1CCCCC1)CC=CCCOCCCCC[C@](O)(CC(=O)O)C1CCCCC1,243.3195296472452,148.09639424406862
COCC=CCCOCCCOCOC(C=CCC(CCC1CCCCC1)(OCc1ccccc1)C1CCCCC1)OC(=O)CCOCCCOCCCOCCC(=O)OC(C)(C)C,243.3183961025509,128.4173094518401
CC=CCCCC(C=CCC(CCC1CCCCC1)OCOCCC=CCCOCOC(=O)CCCCC=CCCOCOC)(C=CCC(CC)(C=CCCOCOC)OCOCC=CCCc1ccccc1)CC=O,243.2954921125359,129.75309588535404
CC/C=C\CCC=CCCC=CCCCOCCC(=O)CCOCCCCCOCCC(=O)CCOCCCCCOCCC(=O)CCOCCCCCOCCC=CC(C=CCCC)(C=CCCC)OC,243.25750029973844,158.8858584188248
COCCC(OCC=CC1CCCCC1)(C=CCCCCCOCC1CCCCC1)c1ccccc1,243.24143413251645,159.22037591879274
COCC=CCCOC(C=CCC1CCCCC1)(OCC=CC1CCCCC1)c1ccccc1,243.23091618752179,147.49098463942022
CC=CCCCC=CCCCOCC(C=CC1CCCCC1)(OC(C=CC1CCCCC1)(C=CC1CCCCC1)c1ccccc1)C1CCCCC1,243.2066065892164,164.50391493110308
CC/C=C\CCC=CCCCOCOCCC=CCCCC(O)(CCCC(C=CCCCC1CCCCC1)CC(=O)CCCCOCc1ccccc1)OC(c1ccccc1)(c1ccccc1)C1CCCCC1,243.19271439214523,134.92426624402896
CCCOCCC(=O)OCCCOCC=CCCC=CCCC(C=CCCOCCC(=O)CCOCOC(CCC1CCCCC1)CCC1CCCCC1)(CCC1CCCCC1)OCOCc1ccccc1,243.19193622227098,145.05189808634586
COCC=CCCOCOCCCC=CCCC(CCC=CCCCC=CCCCOCOC(C=CC1CCCCC1)(C(=O)OCC=CCCC=CCCCOCc1ccccc1)c1ccccc1)CCC=CCCCOCc1ccccc1,243.1815113228631,149.94150110935678
COCCCOC(CC=CCCC=CCCC=CCCCOCCCOC(C=CC1CCCCC1)OC(C=CC1CCCCC1)C1CCCCC1)c1ccccc1,243.1671971331003,149.37946171548455
CC=CCC(O)(C=CCCC=CCCOC(C=CC1CCCCC1)(C=Cc1ccccc1)c1ccccc1)CCCC=CCCC,243.16625868519475,147.3888728812555
CC=CCCCCCC=CCCC=CCCCC(C=CCCC1CCCCC1)OCOC,243.16345258669108,141.18914350652176
CCCC=CCCCC(C=CCCC1CCCCC1)OCOC,243.16099777036797,141.12770678879178
CCCOCCC(C=CCCC=CCC(CCc1ccccc1)CCc1ccccc1)OCOCC=CCC(CCc1ccccc1)(C(=O)OC)c1ccccc1,243.1352928152984,152.0109660517978
COCC=CCCC=CCCCCCC(=O)C=CCCCOCOC(C=CCCC=CCCCOCOCC1CCCCC1)OC,243.12341312531163,129.44989018584562
COCOCCCC=CCCC=CCCCOCOCCC(CC=CC1CCCCC1)OCOC(C=CC1CCCCC1)(CCOC=O)CCC1CCCCC1,243.11952513367845,142.51120200523832
CCCOCCCOC(C=CCCC=CCCC(CCOCc1ccccc1)CCOCc1ccccc1)(OCOCCCOC(CC)CC(=O)OCCC)c1ccccc1,243.11576370459323,177.32359930123968
CC=CCC(CC=CCCC=CCCOCOCCCOCOCCCCCCC(OCc1ccccc1)(c1ccccc1)c1ccccc1)OCc1ccccc1,243.09761938170146,152.13138909466704
COCOC(C=CC1CCCCC1)CC=CCOCCC=CC(C=CCCCC1CCCCC1)OCC1CCCCC1,243.09551292350903,137.8331832841592
CCCOCC=CCCCCC=CCCC=CCC(C=CCCC=Cc1ccccc1)OC(C=CC1CCCCC1)OC(C=CC1CCCCC1)CC(=O)CCOCC=CC,243.095357757005,163.17830274029205
COCCC=CCCCCCOC(CCCC(CCOCCCCCc1ccccc1)(OCC=Cc1ccccc1)c1ccccc1)OC,243.0840256774295,103.3643225870813
CCCOCCCCCCCOCCC(C=Cc1ccccc1)(OCC=Cc1ccccc1)OC(=O)CC=CC,243.0828750466206,133.29245207386205
O=C(CCCC(CCC=CC1CCCCC1)CCC=CC(O)(C=CCCCOCOCC1CCCCC1)OCOCC1CCCCC1)c1ccccc1,243.0604049341863,155.79101945001636
CC=CCC(OCC=CCCCCC=CCCOCOC(CCOCC=Cc1ccccc1)OC(CC=CCCC(=O)O)CCOCC=Cc1ccccc1)C(=O)c1ccccc1,243.0331782152733,156.66438020795974
CCCC=CCCCCOCOCOCCC(C=CCCCCCC(CC(=O)O)OCc1ccccc1)(C=Cc1ccccc1)C1CCCCC1,243.02608073219417,146.3625327074211
CC=CCCOCCCCCOCCC(C=CC1CCCCC1)OCCC(C=CC1CCCCC1)OCCC=CCCCCC(OCc1ccccc1)C1CCCCC1,243.01989502840752,149.31660854681306
CCCOCCCCCC=CCCC=CCCC=CCCC=CC(CC(=O)O)OCCCOCCCOCCC=CCCC,243.01895874059997,165.0520309381316
CCC=CCC(CC)C=CCCOCC=CCCCCOCOCOC,243.01697574517988,152.05084030500794
CCCCOCOCCCCCCC=CCC(C=CCCCC1CCCCC1)OC,243.00214219576958,142.74092605757355
CCCOCC=CCCOCC=CCC(C=CC1CCCCC1)(C(=O)OC(CC=CC)CC(=O)O)c1ccccc1,242.99413648490332,147.6793058216768
CC=CCCC=CCCOCCCCCCCOCCC(=O)CC(C=CCCC=CCCCC(C)O)OC,242.9818203603992,155.9479197713796
CCCOCCC(CC=CCCCC=CCCCC(C=Cc1ccccc1)OC(CCc1ccccc1)(CCC1CCCCC1)OC(CCc1ccccc1)(CCCCc1ccccc1)CCC1CCCCC1)OC(CCC1CCCCC1)(CCCCc1ccccc1)CCC1CCCCC1,242.98115270127084,150.8460209592042
CC=CCCCCCCC=CCCCCOCCCCC=CCCCCOC(=O)CC(=O)OC(C=CCCCCOCCCCC1CCCCC1)(C=CC1CCCCC1)c1ccccc1,242.98015686312297,135.5250400710118
CC=CCCC=CCCCCOCCCC=CCCC=CCCCOC(=O)CC(=O)OC(C=CCCCCOCCCCC1CCCCC1)(C=CC1CCCCC1)c1ccccc1,242.97063244875235,133.79183577911147
CC=CCCOC(CC(C=CC1CCCCC1)OC(C=CCCC=CCOC)(CC=CCOC)c1ccccc1)OCOCC=CCC1CCCCC1,242.96917636591948,158.18205489149608
CCCCC=CC(C=CCC(=O)C=CCC(C=CCCC)(C=CCCCC)C=CCCCC)OCCCOCCCOCOC,242.96441452404366,146.09461951939312
CC=CCCOCOCCCCCOCOC(C=CCC(CC=CC1CCCCC1)OCOCCCCCOCOC(C=CC1CCCCC1)(C=CC1CCCCC1)C=CC1CCCCC1)OCOCCCCCOCOC(c1ccccc1)c1ccccc1,242.9616098496084,131.95509585416895
C=CC(C=C)CCOCOCOCOC(C=CCCC1CCCCC1)OCOC(=O)CC(CC=CCCCC=CCC(OCOCc1ccccc1)C1CCCCC1)OCCCc1ccccc1,242.94352326454293,132.15537505558638
CCC=CCC=CCC(CCOCCC(CC)C=CCC=CCCC=CCCOC(CCC=CC1CCCCC1)c1ccccc1)OCOCCC=CCCC,242.93452322825868,140.9488465357963
CCC=CCCC=CC(CC=CCOC(CC=CCC(CCc1ccccc1)OCOC)OCc1ccccc1)(OCc1ccccc1)c1ccccc1,242.92200926653044,171.98574585874942
CCC=CCCC=CC(CC=CCOC(CC=CCC(OCOC)CCc1ccccc1)OCc1ccccc1)(OCc1ccccc1)c1ccccc1,242.92200926653044,171.98574585874942
CCCOCOCCCCC=CCC(O)C(CCCC(OCC1CCCCC1)C1CCCCC1)c1ccccc1,242.90320517519956,120.96524171771327
CCCOCC=CCCOCOCCCC=CCCC=CCCCOC(C=CC1CCCCC1)(OC)c1ccccc1,242.89850043104587,153.36465973541942
O=C(C=CC1CCCCC1)CC=CCCOCCCCC(O)(CC(=O)O)C1CCCCC1,242.88318989461777,147.95578426835027
COCOC(CCC=CCCC=CCCC=CCCC=CCCC(C=CCCCOCC1CCCCC1)(OCOC)CCC=CCCCOCC1CCCCC1)(CCC=CCCCOCC1CCCCC1)OC,242.87665614449804,149.36422664495583
CC=CCCOCOCCCC=CCC(C=CC1CCCCC1)OCCC=Cc1ccccc1,242.8620784971051,152.69510541477865
CC=CCOC(C=CC1CCCCC1)CCOC(C=Cc1ccccc1)(CC=CCOCCCCC)CCCC(OCCCCC)(CC=CCOCCCCC)c1ccccc1,242.8425985867225,143.68677849411395
CCCOCCCCC=CCC(C=CCCCCC=CCCOC(C=Cc1ccccc1)OC(C=CC1CCCCC1)OC(=O)CC)CCCOCc1ccccc1,242.81021213072185,163.916028554486
CC=CCCCCC=CCCCCC=CCCC=CCCC(OCOCc1ccccc1)C(C=CCCCC=CCCCOCOCOC)C1CCCCC1,242.79293203273045,154.30581999234545
C=CCCC(CCOCOCCCCOCOCCC(OCc1ccccc1)c1ccccc1)OCCC=CCCOCCC=CCCOCCC=CCCOCCC=CCCC,242.76252609066077,142.5043602438603
CC=CCCCCC=CCCOCCC(C=Cc1ccccc1)OC(CCCCc1ccccc1)CC(OC(C)CCCC)C(C)OC(C=Cc1ccccc1)c1ccccc1,242.7558670105184,158.43859172651875
CC=CCCCCOCCCCC=CC(OCCC(CCOCOC)OC(C=CCCC=CCOC)(C=CCCC=CCOC)C1CCCCC1)C1CCCCC1,242.72578173715215,156.05886065930792
CC=CCCC=CCCCCOCOCOC(C=CCCOCC(OCC1CCCCC1)OCC=CCCC=CCC(OCC=CC1CCCCC1)c1ccccc1)OC(=O)CC=CCCCOCC(OCC1CCCCC1)OCC1CCCCC1,242.71220805464384,130.53460219184353
COCCCOCC=CCCC=CCCOCCC(C=CCCCc1ccccc1)OC(C=CCCCc1ccccc1)OC(C=CC1CCCCC1)OC(C=CC1CCCCC1)(C=CC1CCCCC1)c1ccccc1,242.7048219611269,147.15864243301374
CC=CCCCCCCC=CCCOCC=CCC(=O)C=CCCC(OCc1ccccc1)c1ccccc1,242.6854307590369,150.97659176108058
COCCCOC(C=CCCC=CCCC(=O)OC(CC=CC1CCCCC1)OCOC(CC=CC1CCCCC1)(OC(=O)CC=CC1CCCCC1)c1ccccc1)CCC1CCCCC1,242.66392857767877,114.91391336293877
COCOCCC(C=CC1CCCCC1)(OCC=CC1CCCCC1)c1ccccc1,242.65851481592622,143.3373719376706
CCCC=CCCC=CCC(CCC1CCCCC1)OCOCCCCCOCCC(CCC1CCCCC1)OC(=O)c1ccccc1,242.64708102751263,149.867340221282
COCOC(CCOCCCOCCCCCOCOCCC(COCCC=Cc1ccccc1)OCc1ccccc1)(CC(=O)CC(C=CC1CCCCC1)(OCOC)c1ccccc1)c1ccccc1,242.64251627830393,107.17523312697108
CCCC=CCCC=CCC(C=CC1CCCCC1)(OCOC)C(C=CC1CCCCC1)OCc1ccccc1,242.64164184806907,159.35885924679326
CC=CCCOCOCCCOC(C=CCC(C=CC1CCCCC1)(C=Cc1ccccc1)c1ccccc1)OCOC(c1ccccc1)OCC1CCCCC1,242.60307233432914,156.38387158866337
CC=CCCC=CCCCOCCCC=CCCC(CCOC)(CCC=CCCC(OCC=Cc1ccccc1)c1ccccc1)OCOCCCCC,242.59777320091862,150.71936478109473
CC=CCCC=CCCOCCCCCC=CCC(CCCCCOCc1ccccc1)OCOCCC=CC(=O)CCc1ccccc1,242.5957906397256,157.69117264979084
CC=CCCCC(C=CCCCCOCCCC=Cc1ccccc1)OCCC=CCCCOC(C=CCCCOC)(COCC=Cc1ccccc1)COCC=Cc1ccccc1,242.55904016085105,158.49664969933968
CC=CCCCC=CCCCCCCC=CCC(CC(=O)OCOCC=CCC=CCC=CCC(OCc1ccccc1)C1CCCCC1)OCC=CCC=CCC(OCc1ccccc1)C1CCCCC1,242.5581759403914,143.2460528067029
C=CC(CC=CCCC=CCOCOCCC=CCCOCCC(=O)OCc1ccccc1)OCC=CCC(CC=CCCCOCOCOCCCOCOC)OCC=CCC(CC=Cc1ccccc1)OC,242.55536488897724,160.24939617591775
CCCOCC=CCCC=CCC(C=CCCOCCCOCOC)OCCCOCOC,242.53906629241976,150.226450528957
COCOCCCCCOC(C=CCCCC1CCCCC1)(OCOC)OCOC,242.53884697449885,146.3324097340039
COCCC(C=CC=Cc1ccccc1)OCCC=Cc1ccccc1,242.51972698267141,158.30652192007216
CCCOCCC(C=CCCCC=CCCCCOCCCC=CC(CCc1ccccc1)(C(=O)OC)c1ccccc1)OCOCCCC=CC(CCc1ccccc1)(C(=O)OC)c1ccccc1,242.51907879144272,159.38335509433324
CC=CCCOCOCCCCCOCOC(C=CCC(CC=CC1CCCCC1)OCOCCCCC=Cc1ccccc1)CCc1ccccc1,242.4820759025584,150.7583005621101
CC=CCCCCC=CCCOCCCOCCC=CCCOCCC=CCCCOCCC=CCCC(CCC=CCCCOCCC=CCCCOCCC=CC1CCCCC1)OCOCCC=CCCCc1ccccc1,242.47964624358787,142.40222087020743
CCCC=CCC(C=CCCCC=CC1CCCCC1)COCC=CCCCOCOCCC=CC1CCCCC1,242.46896386671386,144.796551073679
COCOCCCCCC=CCC=CCC(OC(=O)C1CCCCC1)OCCC=CCOC(c1ccccc1)(c1ccccc1)OCOC(c1ccccc1)c1ccccc1,242.46349992101864,140.56069399889174
COCCCC=CCCC=CCCCC=CCCCOC(C=CC1CCCCC1)OCCC=CCCCOC(C=CC1CCCCC1)CC(=O)OCc1ccccc1,242.45477712178854,156.07836784021316
COCCC(CCC=CCC(OCOCC=CC1CCCCC1)(C=Cc1ccccc1)C1CCCCC1)OCc1ccccc1,242.4516785193964,129.07493481466705
CC=CCCCCC=CCCOCC=CCCCOCC(CC)(OCC=CCCCOCCC=CC(O)(CC=CCCCCOCC=CCCCOCC=CC1CCCCC1)c1ccccc1)OC(=O)CC,242.4420330495407,144.00550659849662
CCC(CC=CCCC(CCC=Cc1ccccc1)CCC=Cc1ccccc1)OCOCCC(CC)OCOCCC(CC)CCC=CCC(O)(OCOCC1CCCCC1)OCc1ccccc1,242.4327825264594,164.98493021440885
CCCCC(C=CCC(=O)OC(C=CC1CCCCC1)CCCCOC)C=CCCOCC=CCC(CCCC)C1CCCCC1,242.42246035140658,151.8063312038607
COCC=CCCOC(C=CC1CCCCC1)OCCC=CCC(C=CC1CCCCC1)OCCC=CCC(OCC1CCCCC1)C(CC=CCOC)CCc1ccccc1,242.41482590679593,144.14435104020012
CC=CCC(C=Cc1ccccc1)(OCOCCCCOCc1ccccc1)CCCC(CC=CCC(C=Cc1ccccc1)(OCOCCCOCCCOCCCOCOC)c1ccccc1)OCOCCCC=Cc1ccccc1,242.3973953592338,119.95756603767808
CC=CCC(C=Cc1ccccc1)(OCOCCCCOCc1ccccc1)CCCC(CC=CCC(C=Cc1ccccc1)(OCOCCCCOCCCOCCCOCOC)c1ccccc1)OCOCCCC=Cc1ccccc1,242.3973953592338,120.05346234461179
CC=CCCC=CCCCCC=CCC(CC(OC)C1CCCCC1)OCOCCC(CC=CCCCc1ccccc1)c1ccccc1,242.39513704427532,145.3038532755467
CCCCCOCCCCC=CCCCC=CCCCC=CCCCOC(C=CC1CCCCC1)(OCCC=CCOC)c1ccccc1,242.38696878976424,156.3661610347327
CC=CCCOCCCOCCCOCOCCCOCOC(=O)CC(C=CC1CCCCC1)CC=CCC(C=CC1CCCCC1)(OCC1CCCCC1)CC(=O)CC(OCC1CCCCC1)(OCC1CCCCC1)C1CCCCC1,242.35722082705462,138.5158300596962
CC=CCCCCOCOCC=CCC=CCC=CCC(CC(=O)OCOCC=CCC=CCC(OCc1ccccc1)C1CCCCC1)OCC=CCC=CCC(OCc1ccccc1)C1CCCCC1,242.34735210711472,140.51323739741517
COCOCCCC=CCC=CCCC=CCCC=CCCC(O)C(Cc1ccccc1)(OCOC)CCc1ccccc1,242.3371382617774,147.66204567842797
CC=CCCOCCCOCCCOCCCOCCC(C=CC1CCCCC1)OC(C=CCCCc1ccccc1)CC(OC(=O)CC(=O)OC)C(=O)OC,242.32876216586985,144.90989588199696
COCC=CCCCC(C=CCCCCC=CCCCc1ccccc1)COC(=O)CCOC(CC=CCCCC=CC1CCCCC1)OCc1ccccc1,242.32077338446567,152.28821040459465
COCCC(C=CCCCC=CC1CCCCC1)OC(=O)CC=CCC(C=CCCCC=CC1CCCCC1)OCCC(CCOC)OCCC(C=CCCC=CC1CCCCC1)(OCc1ccccc1)c1ccccc1,242.31852094753833,156.46305577221523
CC=CCC(C)(O)CCC=CCCOCOC(C=CC1CCCCC1)CC(=O)CC(CCc1ccccc1)(OCOCCCc1ccccc1)C1CCCCC1,242.313511543239,150.3598317501799
COCOC(CC=CCCCOCCCCC=CCCCCOC(C=CC1CCCCC1)(OCC=CCCC1CCCCC1)c1ccccc1)OC,242.2690440175162,150.2439263284521
CC=CCCC=CCCCOCOCCCCCCC(=O)OC(CCC1CCCCC1)(OC(=O)CC=CCCOCc1ccccc1)c1ccccc1,242.25652287982047,103.6110557971053
CC=CCCCOCCCCOCC=CCCOc1ccccc1,242.25617521801655,158.1490335201753
CCCOCCCOCCCCCC(C=CCCCC(=O)OC)OCCCCCOCCC(OCC1CCCCC1)C(C)C,242.25000016847966,144.04042793907192
CC=CCCC=CCCOC(CCCC(CCOC=O)(CCOC=O)OC)COC,242.24583199323285,150.2582802539525
CCCCCOCCCC=CCCCC=CCCCCC=CCCCCOC(=O)CC(CC(=O)CCOC(c1ccccc1)(c1ccccc1)c1ccccc1)OC(=O)CCCCCCOC,242.23283245659857,121.1713184953625
COCCCC=CCCOCC=CCCC=CCCOCOC(CCCC(OCOCCCC=Cc1ccccc1)(CCC=CC1CCCCC1)c1ccccc1)(CCC=Cc1ccccc1)OCOCCCC=Cc1ccccc1,242.23246579732296,161.72485556785102
COCOC(=O)CCCC/C=C\CCOCOCCC(CCOCCC(C=CC1CCCCC1)c1ccccc1)OCCC(O)CCOCCC=CC(C)=O,242.2255397307802,120.70188868827296
CCC(C=CCCCOCOC1CCCCO1)CC=CCCC=CCCCOC(=O)CC(OCc1ccccc1)C1CCCCC1,242.20151950791484,142.9432577052593
CCCC=CCC(C=CCCCC(CCC1CCCCC1)OCCCCC1CCCCC1)C(CC=CCOCCOC)OCCCCC1CCCCC1,242.196241666308,140.48813706852772
COCC=CCC=CCCCC=CCCC=CCCC(OCC=CCCC=CC(C=Cc1ccccc1)c1ccccc1)C1CCCCC1,242.19581323914653,164.9706204755913
